Penalty Year,Agency Short,Action Type,Agency,Level of Government,Penalty Amount Adjusted For Eliminating Multiple Counting,Parent Short,Case ID,Civil/Criminal,Company,Court,Current Parent Company,Current Parent HQ Country,Current Parent HQ State,Current Parent ISIN,Current Parent Major Industry,Current Parent Ownership Structure,Current Parent Specific Industry,Current Parent Stock Ticker,Description,Facility Address,Facility City,Facility County,Facility Name,Facility State,Facility Zip,Info Source,Lawsuit Resolution,NAICS Code,NAICS Translation,Notes,Offense Group,Original System ID,PACER Link,Parent at the Time of the Penalty Announcement,Penalty Amount,Penalty Amount Adjusted For Eliminating Multiple Counting (Primary Offense),Penalty Date,Primary Offense,Private Litigation Case Title,Prosecution Agreement,Recap of Ownership Changes,Secondary Offense,Subtraction From Penalty Amount to Avoid Double Counting
2011,State,agency action,Arizona Department of Insurance and Financial Institutions,state,7500,Ally,,civil,"GMAC Mortgage, LLC dba Ditech",,Ally Financial,USA,Michigan,US02005N1000,financial services,publicly traded,financial services,ALLY,,,,,,Arizona,,https://dfi.az.gov/sites/default/files/media/GMAC_Mortgage_%202_%20Consent.pdf,,,,This case was brought by the Arizona Department of Financial Institutions before it merged with the Department of Insurance.,consumer-protection-related offenses,,,Ally Financial,7500,29182483586,12/27/2011,consumer protection violation,,,In 2010 GMAC changed its name to Ally Financial,,0
2011,State,agency action,Arizona Department of Insurance and Financial Institutions,state,7500,Ally,,civil,"GMAC Mortgage, LLC",,Ally Financial,USA,Michigan,US02005N1000,financial services,publicly traded,financial services,ALLY,,,,,,Arizona,,https://dfi.az.gov/sites/default/files/media/GMAC_Mortgage_1_Consent.pdf,,,,This case was brought by the Arizona Department of Financial Institutions before it merged with the Department of Insurance.,consumer-protection-related offenses,,,Ally Financial,7500,29182483586,12/27/2011,consumer protection violation,,,In 2010 GMAC changed its name to Ally Financial,,0
2011,State,agency action,Florida Office of Financial Regulation,state,10500,Ameriprise,,civil,RiverSource Life Insurance Co.,,Ameriprise Financial,USA,Minnesota,US03076C1062,financial services,publicly traded,financial services,AMP,,,,,,Florida,,https://www.floir.com/siteDocuments/LH-Exams/RiversourceLife116836-11-CO.pdf,,,,,consumer-protection-related offenses,,,Ameriprise Financial,10500,2351230555,6/29/2011,insurance violation,,,,,0
2011,State,agency action,Massachusetts Attorney General,state,125000000,H&R Block,,civil,"H&R Block, Inc.",,H&R Block,USA,Missouri,US0936711052,financial services,publicly traded,tax preparation services,HRB,"An H&R Block subsidiary, Sand Canyon, agreed to pay a setttlement valued at $125 million to resolve allegations it discriminated against African-American and Latino borrowers by offering them loans that had an excessive risk of default.",,,,,Massachusetts,,https://web.archive.org/web/20110924095847/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2011-08-09-option-one&csid=Cago,,,,,consumer-protection-related offenses,,,H&R Block,125000000,965019346,8/9/2011,discriminatory practices (non-employment),,,,mortgage abuses,0
2011,State,agency action,Maryland Insurance Administration,state,75000,Prudential,MIA-2011-06-039,civil,The Prudential Insurance Company of America,,Prudential Financial,USA,New Jersey,US7443201022,financial services,publicly traded,insurance,PRU,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,Prudential Financial,75000,2351230555,6/22/2011,insurance violation,,,,,0
2011,State,agency action,Virginia Bureau of Insurance,state,8000,Selective Insurance Group,INS-2011-00035,civil,Selective Insurance Company of America,,Selective Insurance Group,USA,New Jersey,US8163001071,financial services,publicly traded,insurance,SIGI,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2ctz01!.PDF,,,,,consumer-protection-related offenses,,,Selective Insurance Group,8000,2351230555,3/11/2011,insurance violation,,,,,0
2011,State,agency action,Wisconsin Office of the Commissioner of Insurance,state,5000,Selective Insurance Group,,civil,Selective Insurance Company of the Southeast,,Selective Insurance Group,USA,New Jersey,US8163001071,financial services,publicly traded,insurance,SIGI,,,,,,Wisconsin,,https://ociaccess.oci.wi.gov/orders/10c32667.pdf,,,,,consumer-protection-related offenses,,,Selective Insurance Group,5000,2351230555,10/1/2011,insurance violation,,,,,0
2011,State,agency action,Texas Public Utility Commission,state,27000,JPMC,39173,civil,El Paso Electric Company,,JPMorgan Chase,USA,New York,US46625H1005,financial services,publicly traded,banking & securities,NYSE: JPM,,,,,,Texas,,https://interchange.puc.texas.gov/Documents/39173_4_696241.PDF,,,,,consumer-protection-related offenses,,,El Paso Electric,27000,345500,4/8/2011,utility service violation,,,An affiliate of JPMorgan Chase completed the purchase of El Paso Electric in 2020,reliability of service violation,0
2011,State,agency action,Texas Public Utility Commission,state,18000,JPMC,39664,civil,El Paso Electric Company,,JPMorgan Chase,USA,New York,US46625H1005,financial services,publicly traded,banking & securities,NYSE: JPM,,,,,,Texas,,https://interchange.puc.texas.gov/,,,,,consumer-protection-related offenses,,,El Paso Electric,18000,345500,9/30/2011,utility service violation,,,An affiliate of JPMorgan Chase completed the purchase of El Paso Electric in 2020,reliability of service violation,0
2011,State,agency action,Texas Public Utility Commission,state,18000,JPMC,39694,civil,El Paso Electric Company,,JPMorgan Chase,USA,New York,US46625H1005,financial services,publicly traded,banking & securities,NYSE: JPM,,,,,,Texas,,https://interchange.puc.texas.gov/Documents/39694_3_708077.PDF,,,,,consumer-protection-related offenses,,,El Paso Electric,18000,345500,9/30/2011,utility service violation,,,An affiliate of JPMorgan Chase completed the purchase of El Paso Electric in 2020,reliability of service violation,0
2011,State,agency action,Nebraska Department of Banking & Finance,state,35000,American Express,,civil,"American Express Travel Related Services Company, Inc.",,American Express,USA,New York,US0258161092,financial services,publicly traded,financial services,AXP,,,,,,Nebraska,,http://www.nebraska.gov/ndbf/searches/Orders/20110816_American_Express_Travel_RelatedAmerican_Express_Prepaid.pdf,,,,,consumer-protection-related offenses,,,American Express,35000,29182483586,8/16/2011,consumer protection violation,,,,,0
2011,State,agency action,Maryland Insurance Administration,state,10000,American Express,MIA-2011-04-015,civil,AMEX Assurance Co.,,American Express,USA,New York,US0258161092,financial services,publicly traded,financial services,AXP,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,American Express,10000,2351230555,4/13/2011,insurance violation,,,,,0
2011,State,agency action,Massachusetts Attorney General,state,5000386,Travelers,,civil,Premier Insurance Company of Massachusetts,,Travelers,USA,New York,US89417E1091,financial services,publicly traded,insurance,TRV,"Premier Insurance Company of Massachusetts, American Automobile Insurance Company,and Electric Insurance Company agreed to pay a total of $5.6 million in restitution, resolving allegations that they overcharged consumers for motorcycle insurance.",,,,,Massachusetts,,https://web.archive.org/web/20111231111508/http://www.mass.gov/ago/news-and-updates/press-releases/2011/2011-10-03-motorcycle-refunds.html,,,,,consumer-protection-related offenses,,,Travelers,5000386,29182483586,10/3/2011,consumer protection violation,,,,,0
2011,State,agency action,Massachusetts Attorney General,state,760000,AIG,,civil,United States Life Insurance Company in the City of New York,,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,"United States Life Insurance Company in the City of New York agreed to pay $760,000 in restitution and costs in settlement of allegations it sold and marketed illegal health insurance products that did not cover mandated benefits as required when sold to Massachusetts consumers.",,,,,Massachusetts,,https://web.archive.org/web/20110507101940/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2011_04_25_us_life_judgment&csid=Cago,,,,,consumer-protection-related offenses,,,American International Group,760000,29182483586,4/25/2011,consumer protection violation,,,,,0
2011,State,agency action,Arizona Department of Insurance and Financial Institutions,state,36000,Assurant,,civil,American Bankers Insurance Company of Florida,,Assurant,USA,New York,US04621X1081,financial services,publicly traded,insurance,AIZ,,,,,,Arizona,,https://insurance.az.gov/sites/default/files/documents/files/110155.pdf,,,,This case was brought by the Arizona Department of Insurance before it merged with the Department of Financial Institutions.,consumer-protection-related offenses,,,Assurant,36000,2351230555,12/21/2011,insurance violation,,,,,0
2011,State,agency action,Illinois Department of Insurance,state,15000,Assurant,,civil,American Bankers Life Assurance Company of Florida,,Assurant,USA,New York,US04621X1081,financial services,publicly traded,insurance,AIZ,,,,,,Illinois,,https://insurance.illinois.gov/Applications/DirectorsOrders/Document/Download/3252214,,,,,consumer-protection-related offenses,,,Assurant,15000,2351230555,4/29/2011,insurance violation,,,,,0
2011,State,agency action,Iowa Insurance Division,state,5000,Travelers,,civil,Travelers Casualty & Surety Company of America et al.,,Travelers,USA,New York,US89417E1091,financial services,publicly traded,insurance,TRV,,,,,,Iowa,,https://iid.iowa.gov/documents/administrative-orders-and-actions/in-the-matter-of-travelers-et-al,,,,,consumer-protection-related offenses,,,Travelers,5000,2351230555,8/22/2011,insurance violation,,,,,0
2011,State,agency action,Maryland Insurance Administration,state,7000,AIG,MIA-2011-01-003,civil,American General Life and Accident Insurance Co.,,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,American International Group,7000,2351230555,1/5/2011,insurance violation,,,,,0
2011,State,agency action,Maryland Insurance Administration,state,5000,Travelers,MIA-2011-01-019,civil,Travelers Casualty and Surety Company of America,,Travelers,USA,New York,US89417E1091,financial services,publicly traded,insurance,TRV,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,Travelers,5000,2351230555,1/18/2011,insurance violation,,,,,0
2011,State,agency action,Maryland Insurance Administration,state,5000,AIG,MIA-2011-05-025,civil,United States Life Insurance Company In the City of New York,,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,American International Group,5000,2351230555,5/18/2011,insurance violation,,,,,0
2011,State,agency action,Maryland Insurance Administration,state,125000,MetLife,MIA-2011-12-018,civil,Metropolitan Life Insurance Co.,,MetLife,USA,New York,US59156R1086,financial services,publicly traded,insurance,MET,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,MetLife,125000,2351230555,12/15/2011,insurance violation,,,,,0
2011,State,agency action,Oregon Division of Financial Regulation,state,5000,MetLife,,civil,Metropolitan Life Insurance Company,,MetLife,USA,New York,US59156R1086,financial services,publicly traded,insurance,MET,,,,,,Oregon,,https://dfr.oregon.gov/AdminOrders/actions_2011/insurer_2011/marketplace_2011/11-03-009.pdf,,,,,consumer-protection-related offenses,,,MetLife,5000,2351230555,5/9/2011,insurance violation,,,,,0
2011,State,agency action,Texas Department of Insurance,state,200000,Assurant,,civil,Virginia Surety Company Inc.,,Assurant,USA,New York,US04621X1081,financial services,publicly traded,insurance,AIZ,selling unauthorized insurance,,,,,Texas,,"Texas' February Enforcements Bring Nearly $1M in Fines, Restitution, Insurance Journal, April 8, 2011 (via Nexis).",,,,,consumer-protection-related offenses,,,Onex,200000,2351230555,2/8/2011,insurance violation,,,"In 2014 Onex sold Virginia Surety to TPG Capital, which sold it to Assurant in 2018",,0
2011,State,agency action,Texas Department of Insurance,state,121189,Marsh & McLennan,,civil,Marsh USA Inc.,,Marsh & McLennan,USA,New York,US5717481023,financial services,publicly traded,insurance,NYSE: MMC,,,,,,Texas,,"Texas' February Enforcements Bring Nearly $1M in Fines, Restitution, Insurance Journal, April 8, 2011 (via Nexis).",,,,,consumer-protection-related offenses,,,Marsh & McLennan,121189,2351230555,2/24/2011,insurance violation,,,,,0
2011,State,agency action,Texas Department of Insurance,state,5000,AIG,,civil,New Hampshire Insurance Company,,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,workers compensation,,,,,Texas,,"Texas Workers' Comp May Enforcements Bring More than $70K in Fines, Insurance Journal, June 15, 2011 (via Nexis).",,,,,consumer-protection-related offenses,,,American International Group,5000,2351230555,5/6/2011,insurance violation,,,,,0
2011,State,agency action,Virginia Bureau of Insurance,state,40000,AIG,INS-2011-00086,civil,NATIONAL UNION FIRE INSURANCE,,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2%23%25901!.PDF,,,,,consumer-protection-related offenses,,,American International Group,40000,2351230555,6/10/2011,insurance violation,,,,,0
2011,State,agency action,Virginia Bureau of Insurance,state,10000,AIG,INS-2011-00115,civil,"National Union Fire Insurance Company of Pittsburgh, PA",,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2%23vp01!.PDF,,,,,consumer-protection-related offenses,,,American International Group,10000,2351230555,6/14/2011,insurance violation,,,,,0
2011,State,agency action,Virginia Bureau of Insurance,state,10000,AIG,INS-2011-00169,civil,"National Union Fire Insurance Company of Pittsburgh, PA",,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2gb%2401!.PDF,,,,,consumer-protection-related offenses,,,American International Group,10000,2351230555,8/30/2011,insurance violation,,,,,0
2011,State,agency action,Washington State Office of the Insurance Commissioner,state,10000,MetLife,,civil,Metropolitan Life Insurance Company,,MetLife,USA,New York,US59156R1086,financial services,publicly traded,insurance,MET,Fine levied for failing to calculate coordination of benefits amount due to enrollees in accordance with WAC 284-51.230. RCW 48-05.185; WAC 284-51-230; 284-51-190(2),,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,MetLife,10000,2351230555,6/20/2011,insurance violation,,,,,0
2011,State,agency action,Washington State Office of the Insurance Commissioner,state,170000,Assurant,,civil,American Bankers Insurance Company Of Florida,,Assurant,USA,New York,US04621X1081,financial services,publicly traded,insurance,AIZ,"$170,000 fine levied, $70,000 suspended, and compliance plan ordered for using unfiled rates, using rates other than those approved, doing business through insurance producers who were not properly licensed, and doing business through an unappointed agent. RCW 48.05.185; RCW 48.19.040; RCW 48.19.0...",,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Assurant,170000,2351230555,6/30/2011,insurance violation,,,,,0
2011,State,agency action,Maine Bureau of Insurance,state,100000,Progressive,,civil,Progressive Northwestern Insurance Co.,,Progressive,USA,Ohio,US7433151039,financial services,publicly traded,insurance,PGR,,,,,,Maine,,https://www.maine.gov/pfr/insurance/legal/administrative_actions/licensee-discipline_consent-agreements/2010-2014/pdf/10-236.pdf,,,,,consumer-protection-related offenses,,,Progressive,100000,2351230555,7/29/2011,insurance violation,,,,,0
2011,State,agency action,Massachusetts Division of Insurance,state,125000,Progressive,,civil,Progressive Direct Insurance Co.,,Progressive,USA,Ohio,US7433151039,financial services,publicly traded,insurance,PGR,,,,,,Massachusetts,,https://www.mass.gov/doc/2011-administrative-actions-october-december/download,,,,"Link is to summary of Order, suspended or shared liability for penalties not available.",consumer-protection-related offenses,,,Progressive,125000,2351230555,12/19/2011,insurance violation,,,,,0
2011,State,agency action,Missouri Department of Insurance,state,43000,American Financial Group,,civil,National Interstate Insurance Co.,,American Financial Group,USA,Ohio,US0259321042,financial services,publicly traded,insurance,AFG,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/NationalInterstateClosedExam.pdf,,,,,consumer-protection-related offenses,,,American Financial Group,43000,2351230555,8/22/2011,insurance violation,,,,,0
2011,State,agency action,Texas Department of Insurance,state,195000,American Financial Group,,civil,Great American Assurance Co. et al.,,American Financial Group,USA,Ohio,US0259321042,financial services,publicly traded,insurance,AFG,,,,,,Texas,,"Texas July Enforcements Include $391K in Fines, Restitution, Insurance Journal, September 6, 2011 (via Nexis).",,,,,consumer-protection-related offenses,,,American Financial Group,195000,2351230555,7/27/2011,insurance violation,,,,,0
2011,State,agency action,Washington State Office of the Insurance Commissioner,state,30000,Progressive,,civil,Progressive American Insurance Company,,Progressive,USA,Ohio,US7433151039,financial services,publicly traded,insurance,PGR,Fine imposed for deducting sales tax and fees in the actual cash value calculations in owner retained salvage claims. WAC 284-30-3907(4); 284-30-3908,,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Progressive,30000,2351230555,3/8/2011,insurance violation,,,,,0
2011,State,agency action,Utah Insurance Department,state,6000,Lincoln National,,civil,Lincoln National life Insurance Company,,Lincoln National,USA,Pennsylvania,US5341871094,financial services,publicly traded,financial services,LNC,,,,,,Utah,,https://insurance.utah.gov/wp-content/uploads/2989Notice.pdf,,,,,consumer-protection-related offenses,,,Lincoln National,6000,2351230555,9/13/2011,insurance violation,,,,,0
2011,State,agency action,Washington State Office of the Insurance Commissioner,state,75000,Unum,,civil,Unum Life Insurance Company Of America,,Unum,USA,Tennessee,US91529Y1064,financial services,publicly traded,insurance,UNM,Fine levied for selling group long term care policies on contract forms that had not been amended and approved to comply with changes in the long term care insurance laws and using policy contract forms that were not properly amended to reflect changes to the long term care insurance laws. RCW 48.1...,,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Unum,75000,2351230555,6/20/2011,insurance violation,,,,,0
2011,State,agency action,Massachusetts Division of Banks,state,25000,Mr.Cooper,,civil,Nationstar Mortgage LLC,,Mr. Cooper Group,USA,Texas,US62482R1077,financial services,publicly traded,financial services,COOP,,,,,,Massachusetts,,https://www.mass.gov/consent-order/nationstar-mortgage-llc,,,,,consumer-protection-related offenses,,,Mr. Cooper Group,25000,29182483586,11/30/2011,consumer protection violation,,,,,0
2011,State,agency action,Florida Office of Financial Regulation,state,60000,Globe Life Inc.,,civil,Liberty National Life Insurance Co.,,Globe Life Inc.,USA,Texas,US37959E1029,financial services,publicly traded,insurance,GL,,,,,,Florida,,https://www.floir.com/siteDocuments/LibertyNationalLife113512-10-CO.pdf,,,,,consumer-protection-related offenses,,,Globe Life Inc.,60000,2351230555,2/9/2011,insurance violation,,,In 2019 Torchmark Corporation changed its name to Globe Life Inc.,,0
2011,State,agency action,Montana Commissioner of Securities & Insurance,state,5000,Genworth Financial,,civil,Genworth Life and Annuity Insurance Co.,,Genworth Financial,USA,Virginia,US37247D1063,financial services,publicly traded,insurance,GNW,,,,,,Montana,,https://csimt.gov/wp-content/uploads/INS-2011-312-CAFO.pdf,,,,,consumer-protection-related offenses,,,Genworth Financial,5000,2351230555,12/21/2011,insurance violation,,,,,0
2011,State,agency action,Utah Insurance Department,state,6000,Genworth Financial,,civil,Genworth Life and Annuity Insurance Company,,Genworth Financial,USA,Virginia,US37247D1063,financial services,publicly traded,insurance,GNW,,,,,,Utah,,https://insurance.utah.gov/wp-content/uploads/3006Notice.pdf,,,,,consumer-protection-related offenses,,,Genworth Financial,6000,2351230555,9/13/2011,insurance violation,,,,,0
2012,State,agency action,Multistate Attorneys General Case,state,0,Wells,1:12-cv-0361,civil,Wells Fargo,District of the District of Columbia,Wells Fargo,USA,California,US9497461015,financial services,publicly traded,banking,WFC,"Bank of America, Wells Fargo, Citigroup, JPMorgan Chase, and Ally Financial agreed to pay a total of $5 billion in direct payments to resolve multistate litigation concerning abuses in their mortgage servicing and foreclosure practices; $4.25 billion of the total was to go to the states. This was part of the larger $25 billion National Mortgage Settlement that also included $20 billion in relief to borrowers; see the Violation Tracker entry for Wells Fargo https://violationtracker.goodjobsfirst.org/violation-tracker/-wells-fargo-and-company-1.  The Wells Fargo settlement document linked below puts the company's share of the direct payments at $1,005,233,716.",,,,,,,https://www.iowaattorneygeneral.gov/newsroom/miller-announces-25-billion-joint-state-federal-mortgage-servicing-settlement-on-foreclosure-wrongs/,,,,,consumer-protection-related offenses,,https://ecf.dcd.uscourts.gov/cgi-bin/DktRpt.pl?153229,Wells Fargo,1005233716,56265416882,2/9/2012,mortgage abuses,United States of America et al. v. Bank of America Corporation et al.,,,,1005233716
2012,State,agency action,Maryland Attorney General,state,940056,Wells,,civil,Wells Fargo,,Wells Fargo,USA,California,US9497461015,financial services,publicly traded,banking,WFC,"Maryland entered into an agreement with Wells Fargo over the allegedly deceptive marketing of adjustable rate mortgages written by Wachovia and Golden West Financial, companies that Wells Fargo acquired in 2008.",,,,,Maryland,,http://www.marylandattorneygeneral.gov/press/2012/010512.pdf,,,,,consumer-protection-related offenses,,,Wells Fargo,940056,56265416882,1/5/2012,mortgage abuses,,,,,0
2012,State,agency action,Arizona Department of Insurance and Financial Institutions,state,750000,Encore Capital Group,,civil,"Midland Credit Management, Inc.",,Encore Capital Group,USA,California,US2925541029,financial services,publicly traded,debt recovery,ECPG,"Midland Credit Management agreed to pay $750,000 to settle allegations it engaged in unfair, misleading and threatening practices against debtors while operating as a debt collection agency.",,,,,Arizona,,https://dfi.az.gov/sites/default/files/media/Midland%20Credit%20Management%20CO.pdf,,,,This case was brought by the Arizona Department of Financial Institutions before it merged with the Department of Insurance.,consumer-protection-related offenses,,,Encore Capital Group,750000,29182483586,8/20/2012,consumer protection violation,,,,,0
2012,State,agency action,Minnesota Attorney General,state,500000,Encore Capital Group,,civil,"Midland Funding, LLC",,Encore Capital Group,USA,California,US2925541029,financial services,publicly traded,debt recovery,ECPG,"Midland Funding agreed to pay $500,000 to the state in settlement of allegations it violated several debt-collection laws.",,,,,Minnesota,,https://web.archive.org/web/20121219062757/http://www.ag.state.mn.us:80/Consumer/PressRelease/121212DebtBuyers.asp,,,,,consumer-protection-related offenses,,,Encore Capital Group,500000,29182483586,12/12/2012,consumer protection violation,,,,,0
2012,State,agency action,Missouri Department of Insurance,state,34500,First American Financial,,civil,First American Title Insurance Co.,,First American Financial,USA,California,US31847R1023,financial services,publicly traded,insurance,FAF,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/FATIC.pdf,,,,,consumer-protection-related offenses,,,First American Financial,34500,2351230555,8/27/2012,insurance violation,,,,,0
2012,State,agency action,Missouri Department of Insurance,state,165000,First American Financial,,civil,First American Title Insurance Co.,,First American Financial,USA,California,US31847R1023,financial services,publicly traded,insurance,FAF,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/FirstAmericanOrder.pdf,,,,,consumer-protection-related offenses,,,First American Financial,165000,2351230555,12/5/2012,insurance violation,,,,,0
2012,State,agency action,Kansas Insurance Department,state,6000,W.R. Berkley,,civil,Continental Western Insurance Co.,,W.R. Berkley,USA,Connecticut,US0844231029,financial services,publicly traded,insurance,WRB,,,,,,Kansas,,https://insurance.ks.gov/department/LegalIssues/orders/2012/Continental.pdf,,,,,consumer-protection-related offenses,,,W.R. Berkley,6000,2351230555,5/31/2012,insurance violation,,,,,0
2012,State,agency action,New York Department of Financial Services,state,24000000,Hartford,,civil,Hartford Life Insurance Company,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,"The Department of Financial Services announced that approximately 300,000 people who bought mass-marketed accidental death and dismemberment insurance policies were being credited $24 million by Hartford Life Insurance because the company didn't comply with the 60 percent minimum loss ratio (MLR) required under New York law.",,,,,New York,,https://www.dfs.ny.gov/reports_and_publications/press_releases/pr1204196,,,,,consumer-protection-related offenses,,,Hartford Financial Services,24000000,2351230555,4/19/2012,insurance violation,,,,,0
2012,State,agency action,North Carolina Department of Insurance,state,91500,Hartford,,civil,Hartford Life and Annuity Insurance Company,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,,,,,,North Carolina,,"INSURANCE COMMISSIONER GOODWIN FINES HARTFORD LIFE AND ANNUITY INSURANCE COMPANY $91,500, US State News, November 30, 2012 (via Nexis).",,,,,consumer-protection-related offenses,,,Hartford Financial Services,91500,2351230555,11/30/2012,insurance violation,,,,,0
2012,State,agency action,Oregon Division of Financial Regulation,state,5000,Hartford,,civil,Hartford Life and Accident Insurance Company,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,,,,,,Oregon,,https://dfr.oregon.gov/AdminOrders/actions_2012/insurer_2012/marketplace_2012/11-12-007.pdf,,,,,consumer-protection-related offenses,,,Hartford Financial Services,5000,2351230555,1/5/2012,insurance violation,,,,,0
2012,State,agency action,Oregon Division of Financial Regulation,state,17000,Hartford,,civil,Navigators Insurance Company,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,,,,,,Oregon,,https://dfr.oregon.gov/AdminOrders/actions_2012/insurer_2012/marketplace_2012/12-04-004.pdf,,,,,consumer-protection-related offenses,,,Navigators Insurance,17000,2351230555,5/16/2012,insurance violation,,,Hartford Financial Insurance acquired Navigators Insurance in 2019,,0
2012,State,agency action,Texas Department of Insurance,state,5000,Hartford,,civil,Hartford Underwriters Insurance Company,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,workers compensation,,,,,Texas,,https://wwwapps.tdi.state.tx.us/inter/asproot/commish/da/dwcclips2012.asp?page=4,,,,,consumer-protection-related offenses,,,Hartford Financial Services,5000,2351230555,1/4/2012,insurance violation,,,,,0
2012,State,agency action,Texas Department of Insurance,state,13000,Hartford,,civil,Hartford Insurance Company of the Midwest,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,workers compensation,,,,,Texas,,https://wwwapps.tdi.state.tx.us/inter/asproot/commish/da/dwcclips2012.asp?page=4,,,,,consumer-protection-related offenses,,,Hartford Financial Services,13000,2351230555,2/16/2012,insurance violation,,,,,0
2012,State,agency action,Texas Department of Insurance,state,5000,Hartford,,civil,Hartford Insurance Company of the Midwest,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,workers compensation,,,,,Texas,,https://wwwapps.tdi.state.tx.us/inter/asproot/commish/da/dwcclips2012.asp,,,,,consumer-protection-related offenses,,,Hartford Financial Services,5000,2351230555,10/29/2012,insurance violation,,,,,0
2012,State,agency action,Virginia Bureau of Insurance,state,5000,W.R. Berkley,INS-2012-00217,civil,CAROLINA CASUALTY INSURANCE CO,,W.R. Berkley,USA,Connecticut,US0844231029,financial services,publicly traded,insurance,WRB,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2pcx01!.PDF,,,,,consumer-protection-related offenses,,,W.R. Berkley,5000,2351230555,10/5/2012,insurance violation,,,,,0
2012,State,agency action,Virginia Bureau of Insurance,state,66735,Hartford,INS-2012-00275,civil,SENTINEL INSURANCE COMPANY LTD,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2q1s01!.PDF,,,,,consumer-protection-related offenses,,,Hartford Financial Services,66735,2351230555,11/29/2012,insurance violation,,,,,0
2012,State,agency action,Washington State Office of the Insurance Commissioner,state,30000,Hartford,,civil,Sentinel Insurance Company Ltd,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,Fine levied for issuing and renewing polices using unfiled and unapproved rates. RCW 48.19.040; 48.19.043; 48.19.430; 48.05.185.,,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Hartford Financial Services,30000,2351230555,5/7/2012,insurance violation,,,,,0
